src dest path
36 58 36,35,34,33,32,31,30,29,60,59,58
36 59 36,35,34,33,32,31,30,29,60,59
36 60 36,35,34,33,32,31,30,29,60
36 61 36,35,34,33,32,31,62,61
36 62 36,35,34,33,32,31,62
36 63 36,35,34,33,32,63
36 64 36,35,34,33,32,64
36 65 36,35,34,33,32,64,10,65
36 66 36,35,34,33,32,64,10,65,66
36 67 36,35,34,33,32,64,10,65,66,67
36 68 36,35,34,33,32,31,30,29,60,71,70,69,68
36 69 36,35,34,33,32,31,30,29,60,71,70,69
36 70 36,35,34,33,32,31,30,29,60,71,70
36 71 36,35,34,33,32,31,30,29,60,71
36 72 36,35,34,33,32,64,72
36 73 36,35,34,74,73
36 74 36,35,34,74
36 75 36,35,34,75
36 76 36,35,34,75,76
36 77 36,35,34,75,76,77
36 78 36,35,34,75,76,77,78
36 79 36,35,34,75,76,77,78,79
36 80 36,35,34,75,76,77,78,79,80
36 81 36,35,34,75,76,77,78,79,80,81
36 82 36,35,34,75,76,77,78,79,80,81,82
36 83 36,35,34,75,76,77,78,79,80,81,82,83
36 84 36,35,34,75,76,77,78,79,80,81,82,83,84
36 85 36,35,34,75,76,77,78,79,80,85
36 86 36,35,34,75,76,77,78,79,80,85,86
36 87 36,35,34,75,76,77,78,79,80,85,86,87
36 88 36,35,34,75,76,77,78,79,80,85,86,87,88
36 89 36,35,34,75,76,77,78,79,80,85,86,87,88,89
36 90 36,35,34,33,32,31,62,99,98,97,96,95,94,93,92,91,90
36 91 36,35,34,33,32,31,62,99,98,97,96,95,94,93,92,91
36 92 36,35,34,33,32,31,62,99,98,97,96,95,94,93,92
36 93 36,35,34,33,32,31,62,99,98,97,96,95,94,93
36 94 36,35,34,33,32,31,62,99,98,97,96,95,94
36 95 36,35,34,33,32,31,62,99,98,97,96,95
36 96 36,35,34,33,32,31,62,99,98,97,96
36 97 36,35,34,33,32,31,62,99,98,97
36 98 36,35,34,33,32,31,62,99,98
36 99 36,35,34,33,32,31,62,99
36 100 36,35,34,33,32,31,100
36 101 36,35,34,33,32,64,10,9,101
36 102 36,35,34,33,32,64,10,9,101,102
36 103 36,35,34,33,32,64,10,9,101,102,103
36 104 36,35,34,33,32,64,10,9,101,102,103,104
36 105 36,35,34,33,32,64,10,9,101,102,103,104,105
36 106 36,35,34,33,32,64,10,9,101,102,103,104,105,106
36 107 36,35,34,33,32,64,10,9,101,102,103,104,105,106,107
36 108 36,35,34,33,32,31,30,29,60,59,58,57,56,55,108
36 109 36,35,34,33,32,31,30,29,60,71,70,69,110,109
36 110 36,35,34,33,32,31,30,29,60,71,70,69,110
36 111 36,35,34,33,32,31,30,29,60,71,70,69,111
36 112 36,35,34,33,32,31,30,29,60,71,70,69,111,112
36 113 36,35,34,75,76,77,78,79,80,116,115,114,113
36 114 36,35,34,75,76,77,78,79,80,116,115,114
36 115 36,35,34,75,76,77,78,79,80,116,115
36 116 36,35,34,75,76,77,78,79,80,116
36 117 36,35,34,75,76,77,78,79,80,117
36 118 36,35,34,75,76,77,78,79,80,117,118
37 38 37,38
37 39 37,38,39
37 40 37,38,39,40
37 41 37,38,39,40,41
37 42 37,38,39,40,41,42
37 43 37,38,39,40,41,42,43
37 44 37,38,39,40,41,42,43,44
37 45 37,38,39,40,41,42,43,45
37 46 37,38,39,40,41,42,43,45,46
37 47 37,38,39,40,41,42,43,45,46,47
37 48 37,38,39,40,41,42,43,45,46,47,48
37 49 37,38,39,40,41,42,43,45,46,47,48,49
37 50 37,38,39,40,41,42,43,45,46,47,48,49,50
37 51 37,36,35,34,33,32,31,30,29,60,59,58,57,56,55,53,52,51
37 52 37,36,35,34,33,32,31,30,29,60,59,58,57,56,55,53,52
37 53 37,36,35,34,33,32,31,30,29,60,59,58,57,56,55,53
37 54 37,36,35,34,33,32,31,30,29,60,59,58,57,56,55,53,54
37 55 37,36,35,34,33,32,31,30,29,60,59,58,57,56,55
37 56 37,36,35,34,33,32,31,30,29,60,59,58,57,56
37 57 37,36,35,34,33,32,31,30,29,60,59,58,57
37 58 37,36,35,34,33,32,31,30,29,60,59,58
37 59 37,36,35,34,33,32,31,30,29,60,59
37 60 37,36,35,34,33,32,31,30,29,60
37 61 37,36,35,34,33,32,31,62,61
37 62 37,36,35,34,33,32,31,62
37 63 37,36,35,34,33,32,63
37 64 37,36,35,34,33,32,64
37 65 37,36,35,34,33,32,64,10,65
37 66 37,36,35,34,33,32,64,10,65,66
37 67 37,36,35,34,33,32,64,10,65,66,67
37 68 37,36,35,34,33,32,31,30,29,60,71,70,69,68
37 69 37,36,35,34,33,32,31,30,29,60,71,70,69
37 70 37,36,35,34,33,32,31,30,29,60,71,70
37 71 37,36,35,34,33,32,31,30,29,60,71
37 72 37,36,35,34,33,32,64,72
37 73 37,36,35,34,74,73
37 74 37,36,35,34,74
37 75 37,36,35,34,75
37 76 37,36,35,34,75,76
37 77 37,36,35,34,75,76,77
37 78 37,36,35,34,75,76,77,78
37 79 37,36,35,34,75,76,77,78,79
37 80 37,36,35,34,75,76,77,78,79,80
37 81 37,36,35,34,75,76,77,78,79,80,81
37 82 37,36,35,34,75,76,77,78,79,80,81,82
37 83 37,36,35,34,75,76,77,78,79,80,81,82,83
37 84 37,36,35,34,75,76,77,78,79,80,81,82,83,84
37 85 37,36,35,34,75,76,77,78,79,80,85
37 86 37,36,35,34,75,76,77,78,79,80,85,86
37 87 37,36,35,34,75,76,77,78,79,80,85,86,87
37 88 37,36,35,34,75,76,77,78,79,80,85,86,87,88
37 89 37,36,35,34,75,76,77,78,79,80,85,86,87,88,89
37 90 37,36,35,34,33,32,31,62,99,98,97,96,95,94,93,92,91,90
37 91 37,36,35,34,33,32,31,62,99,98,97,96,95,94,93,92,91
37 92 37,36,35,34,33,32,31,62,99,98,97,96,95,94,93,92
37 93 37,36,35,34,33,32,31,62,99,98,97,96,95,94,93
37 94 37,36,35,34,33,32,31,62,99,98,97,96,95,94
37 95 37,36,35,34,33,32,31,62,99,98,97,96,95
37 96 37,36,35,34,33,32,31,62,99,98,97,96
37 97 37,36,35,34,33,32,31,62,99,98,97
37 98 37,36,35,34,33,32,31,62,99,98
37 99 37,36,35,34,33,32,31,62,99
37 100 37,36,35,34,33,32,31,100
37 101 37,36,35,34,33,32,64,10,9,101
37 102 37,36,35,34,33,32,64,10,9,101,102
37 103 37,36,35,34,33,32,64,10,9,101,102,103
37 104 37,36,35,34,33,32,64,10,9,101,102,103,104
37 105 37,36,35,34,33,32,64,10,9,101,102,103,104,105
37 106 37,36,35,34,33,32,64,10,9,101,102,103,104,105,106
37 107 37,36,35,34,33,32,64,10,9,101,102,103,104,105,106,107
37 108 37,36,35,34,33,32,31,30,29,60,59,58,57,56,55,108
37 109 37,36,35,34,33,32,31,30,29,60,71,70,69,110,109
37 110 37,36,35,34,33,32,31,30,29,60,71,70,69,110
37 111 37,36,35,34,33,32,31,30,29,60,71,70,69,111
37 112 37,36,35,34,33,32,31,30,29,60,71,70,69,111,112
37 113 37,36,35,34,75,76,77,78,79,80,116,115,114,113
37 114 37,36,35,34,75,76,77,78,79,80,116,115,114
37 115 37,36,35,34,75,76,77,78,79,80,116,115
37 116 37,36,35,34,75,76,77,78,79,80,116
37 117 37,36,35,34,75,76,77,78,79,80,117
37 118 37,36,35,34,75,76,77,78,79,80,117,118
38 39 38,39
38 40 38,39,40
38 41 38,39,40,41
38 42 38,39,40,41,42
38 43 38,39,40,41,42,43
38 44 38,39,40,41,42,43,44
38 45 38,39,40,41,42,43,45
38 46 38,39,40,41,42,43,45,46
38 47 38,39,40,41,42,43,45,46,47
38 48 38,39,40,41,42,43,45,46,47,48
38 49 38,39,40,41,42,43,45,46,47,48,49
38 50 38,39,40,41,42,43,45,46,47,48,49,50
38 51 38,37,36,35,34,33,32,31,30,29,60,59,58,57,56,55,53,52,51
38 52 38,37,36,35,34,33,32,31,30,29,60,59,58,57,56,55,53,52
38 53 38,37,36,35,34,33,32,31,30,29,60,59,58,57,56,55,53
38 54 38,37,36,35,34,33,32,31,30,29,60,59,58,57,56,55,53,54
38 55 38,37,36,35,34,33,32,31,30,29,60,59,58,57,56,55
38 56 38,37,36,35,34,33,32,31,30,29,60,59,58,57,56
38 57 38,37,36,35,34,33,32,31,30,29,60,59,58,57
38 58 38,37,36,35,34,33,32,31,30,29,60,59,58
38 59 38,37,36,35,34,33,32,31,30,29,60,59
38 60 38,37,36,35,34,33,32,31,30,29,60
38 61 38,37,36,35,34,33,32,31,62,61
38 62 38,37,36,35,34,33,32,31,62
38 63 38,37,36,35,34,33,32,63
38 64 38,37,36,35,34,33,32,64
38 65 38,37,36,35,34,33,32,64,10,65
38 66 38,37,36,35,34,33,32,64,10,65,66
38 67 38,37,36,35,34,33,32,64,10,65,66,67
38 68 38,37,36,35,34,33,32,31,30,29,60,71,70,69,68
38 69 38,37,36,35,34,33,32,31,30,29,60,71,70,69
38 70 38,37,36,35,34,33,32,31,30,29,60,71,70
38 71 38,37,36,35,34,33,32,31,30,29,60,71
38 72 38,37,36,35,34,33,32,64,72
38 73 38,37,36,35,34,74,73
38 74 38,37,36,35,34,74
38 75 38,37,36,35,34,75
38 76 38,37,36,35,34,75,76
38 77 38,37,36,35,34,75,76,77
38 78 38,37,36,35,34,75,76,77,78
38 79 38,37,36,35,34,75,76,77,78,79
38 80 38,37,36,35,34,75,76,77,78,79,80
38 81 38,37,36,35,34,75,76,77,78,79,80,81
38 82 38,37,36,35,34,75,76,77,78,79,80,81,82
38 83 38,37,36,35,34,75,76,77,78,79,80,81,82,83
38 84 38,37,36,35,34,75,76,77,78,79,80,81,82,83,84
38 85 38,37,36,35,34,75,76,77,78,79,80,85
38 86 38,37,36,35,34,75,76,77,78,79,80,85,86
38 87 38,37,36,35,34,75,76,77,78,79,80,85,86,87
38 88 38,37,36,35,34,75,76,77,78,79,80,85,86,87,88
38 89 38,37,36,35,34,75,76,77,78,79,80,85,86,87,88,89
38 90 38,37,36,35,34,33,32,31,62,99,98,97,96,95,94,93,92,91,90
38 91 38,37,36,35,34,33,32,31,62,99,98,97,96,95,94,93,92,91
38 92 38,37,36,35,34,33,32,31,62,99,98,97,96,95,94,93,92
38 93 38,37,36,35,34,33,32,31,62,99,98,97,96,95,94,93
38 94 38,37,36,35,34,33,32,31,62,99,98,97,96,95,94
38 95 38,37,36,35,34,33,32,31,62,99,98,97,96,95
38 96 38,37,36,35,34,33,32,31,62,99,98,97,96
38 97 38,37,36,35,34,33,32,31,62,99,98,97
38 98 38,37,36,35,34,33,32,31,62,99,98
38 99 38,37,36,35,34,33,32,31,62,99
38 100 38,37,36,35,34,33,32,31,100
38 101 38,37,36,35,34,33,32,64,10,9,101
38 102 38,37,36,35,34,33,32,64,10,9,101,102
38 103 38,37,36,35,34,33,32,64,10,9,101,102,103
38 104 38,37,36,35,34,33,32,64,10,9,101,102,103,104
38 105 38,37,36,35,34,33,32,64,10,9,101,102,103,104,105
38 106 38,37,36,35,34,33,32,64,10,9,101,102,103,104,105,106
38 107 38,37,36,35,34,33,32,64,10,9,101,102,103,104,105,106,107
38 108 38,37,36,35,34,33,32,31,30,29,60,59,58,57,56,55,108
38 109 38,37,36,35,34,33,32,31,30,29,60,71,70,69,110,109
38 110 38,37,36,35,34,33,32,31,30,29,60,71,70,69,110
38 111 38,37,36,35,34,33,32,31,30,29,60,71,70,69,111
38 112 38,37,36,35,34,33,32,31,30,29,60,71,70,69,111,112
38 113 38,37,36,35,34,75,76,77,78,79,80,116,115,114,113
38 114 38,37,36,35,34,75,76,77,78,79,80,116,115,114
38 115 38,37,36,35,34,75,76,77,78,79,80,116,115
38 116 38,37,36,35,34,75,76,77,78,79,80,116
38 117 38,37,36,35,34,75,76,77,78,79,80,117
38 118 38,37,36,35,34,75,76,77,78,79,80,117,118
39 40 39,40
39 41 39,40,41
39 42 39,40,41,42
39 43 39,40,41,42,43
39 44 39,40,41,42,43,44
39 45 39,40,41,42,43,45
39 46 39,40,41,42,43,45,46
39 47 39,40,41,42,43,45,46,47
39 48 39,40,41,42,43,45,46,47,48
39 49 39,40,41,42,43,45,46,47,48,49
39 50 39,40,41,42,43,45,46,47,48,49,50
39 51 39,38,37,36,35,34,33,32,31,30,29,60,59,58,57,56,55,53,52,51
39 52 39,38,37,36,35,34,33,32,31,30,29,60,59,58,57,56,55,53,52
39 53 39,38,37,36,35,34,33,32,31,30,29,60,59,58,57,56,55,53
39 54 39,38,37,36,35,34,33,32,31,30,29,60,59,58,57,56,55,53,54
39 55 39,38,37,36,35,34,33,32,31,30,29,60,59,58,57,56,55
39 56 39,38,37,36,35,34,33,32,31,30,29,60,59,58,57,56
39 57 39,38,37,36,35,34,33,32,31,30,29,60,59,58,57
39 58 39,38,37,36,35,34,33,32,31,30,29,60,59,58
39 59 39,38,37,36,35,34,33,32,31,30,29,60,59
39 60 39,38,37,36,35,34,33,32,31,30,29,60
39 61 39,38,37,36,35,34,33,32,31,62,61
39 62 39,38,37,36,35,34,33,32,31,62
39 63 39,38,37,36,35,34,33,32,63
39 64 39,38,37,36,35,34,33,32,64
39 65 39,38,37,36,35,34,33,32,64,10,65
39 66 39,38,37,36,35,34,33,32,64,10,65,66
39 67 39,38,37,36,35,34,33,32,64,10,65,66,67
39 68 39,38,37,36,35,34,33,32,31,30,29,60,71,70,69,68
39 69 39,38,37,36,35,34,33,32,31,30,29,60,71,70,69
39 70 39,38,37,36,35,34,33,32,31,30,29,60,71,70
39 71 39,38,37,36,35,34,33,32,31,30,29,60,71
39 72 39,38,37,36,35,34,33,32,64,72
39 73 39,38,37,36,35,34,74,73
39 74 39,38,37,36,35,34,74
39 75 39,38,37,36,35,34,75
39 76 39,38,37,36,35,34,75,76
39 77 39,38,37,36,35,34,75,76,77
39 78 39,38,37,36,35,34,75,76,77,78
39 79 39,38,37,36,35,34,75,76,77,78,79
39 80 39,38,37,36,35,34,75,76,77,78,79,80
39 81 39,38,37,36,35,34,75,76,77,78,79,80,81
39 82 39,38,37,36,35,34,75,76,77,78,79,80,81,82
39 83 39,38,37,36,35,34,75,76,77,78,79,80,81,82,83
39 84 39,38,37,36,35,34,75,76,77,78,79,80,81,82,83,84
39 85 39,38,37,36,35,34,75,76,77,78,79,80,85
39 86 39,38,37,36,35,34,75,76,77,78,79,80,85,86
39 87 39,38,37,36,35,34,75,76,77,78,79,80,85,86,87
39 88 39,38,37,36,35,34,75,76,77,78,79,80,85,86,87,88
39 89 39,38,37,36,35,34,75,76,77,78,79,80,85,86,87,88,89
39 90 39,38,37,36,35,34,33,32,31,62,99,98,97,96,95,94,93,92,91,90
39 91 39,38,37,36,35,34,33,32,31,62,99,98,97,96,95,94,93,92,91
39 92 39,38,37,36,35,34,33,32,31,62,99,98,97,96,95,94,93,92
39 93 39,38,37,36,35,34,33,32,31,62,99,98,97,96,95,94,93
39 94 39,38,37,36,35,34,33,32,31,62,99,98,97,96,95,94
39 95 39,38,37,36,35,34,33,32,31,62,99,98,97,96,95
39 96 39,38,37,36,35,34,33,32,31,62,99,98,97,96
39 97 39,38,37,36,35,34,33,32,31,62,99,98,97
39 98 39,38,37,36,35,34,33,32,31,62,99,98
39 99 39,38,37,36,35,34,33,32,31,62,99
39 100 39,38,37,36,35,34,33,32,31,100
39 101 39,38,37,36,35,34,33,32,64,10,9,101
39 102 39,38,37,36,35,34,33,32,64,10,9,101,102
39 103 39,38,37,36,35,34,33,32,64,10,9,101,102,103
39 104 39,38,37,36,35,34,33,32,64,10,9,101,102,103,104
39 105 39,38,37,36,35,34,33,32,64,10,9,101,102,103,104,105
39 106 39,38,37,36,35,34,33,32,64,10,9,101,102,103,104,105,106
39 107 39,38,37,36,35,34,33,32,64,10,9,101,102,103,104,105,106,107
39 108 39,38,37,36,35,34,33,32,31,30,29,60,59,58,57,56,55,108
39 109 39,38,37,36,35,34,33,32,31,30,29,60,71,70,69,110,109
39 110 39,38,37,36,35,34,33,32,31,30,29,60,71,70,69,110
39 111 39,38,37,36,35,34,33,32,31,30,29,60,71,70,69,111
39 112 39,38,37,36,35,34,33,32,31,30,29,60,71,70,69,111,112
39 113 39,38,37,36,35,34,75,76,77,78,79,80,116,115,114,113
39 114 39,38,37,36,35,34,75,76,77,78,79,80,116,115,114
39 115 39,38,37,36,35,34,75,76,77,78,79,80,116,115
39 116 39,38,37,36,35,34,75,76,77,78,79,80,116
39 117 39,38,37,36,35,34,75,76,77,78,79,80,117
39 118 39,38,37,36,35,34,75,76,77,78,79,80,117,118
40 41 40,41
40 42 40,41,42
40 43 40,41,42,43
40 44 40,41,42,43,44
40 45 40,41,42,43,45
40 46 40,41,42,43,45,46
40 47 40,41,42,43,45,46,47
40 48 40,41,42,43,45,46,47,48
40 49 40,41,42,43,45,46,47,48,49
40 50 40,41,42,43,45,46,47,48,49,50
40 51 40,39,38,37,36,35,34,33,32,31,30,29,60,59,58,57,56,55,53,52,51
40 52 40,39,38,37,36,35,34,33,32,31,30,29,60,59,58,57,56,55,53,52
40 53 40,39,38,37,36,35,34,33,32,31,30,29,60,59,58,57,56,55,53
40 54 40,39,38,37,36,35,34,33,32,31,30,29,60,59,58,57,56,55,53,54
40 55 40,39,38,37,36,35,34,33,32,31,30,29,60,59,58,57,56,55
40 56 40,39,38,37,36,35,34,33,32,31,30,29,60,59,58,57,56
40 57 40,39,38,37,36,35,34,33,32,31,30,29,60,59,58,57
40 58 40,39,38,37,36,35,34,33,32,31,30,29,60,59,58
40 59 40,39,38,37,36,35,34,33,32,31,30,29,60,59
40 60 40,39,38,37,36,35,34,33,32,31,30,29,60
40 61 40,39,38,37,36,35,34,33,32,31,62,61
40 62 40,39,38,37,36,35,34,33,32,31,62
40 63 40,39,38,37,36,35,34,33,32,63
40 64 40,39,38,37,36,35,34,33,32,64
40 65 40,39,38,37,36,35,34,33,32,64,10,65
40 66 40,39,38,37,36,35,34,33,32,64,10,65,66
40 67 40,39,38,37,36,35,34,33,32,64,10,65,66,67
40 68 40,39,38,37,36,35,34,33,32,31,30,29,60,71,70,69,68
40 69 40,39,38,37,36,35,34,33,32,31,30,29,60,71,70,69
40 70 40,39,38,37,36,35,34,33,32,31,30,29,60,71,70
40 71 40,39,38,37,36,35,34,33,32,31,30,29,60,71
40 72 40,39,38,37,36,35,34,33,32,64,72
40 73 40,39,38,37,36,35,34,74,73
40 74 40,39,38,37,36,35,34,74
40 75 40,39,38,37,36,35,34,75
40 76 40,39,38,37,36,35,34,75,76
40 77 40,39,38,37,36,35,34,75,76,77
40 78 40,39,38,37,36,35,34,75,76,77,78
40 79 40,39,38,37,36,35,34,75,76,77,78,79
40 80 40,39,38,37,36,35,34,75,76,77,78,79,80
40 81 40,39,38,37,36,35,34,75,76,77,78,79,80,81
40 82 40,39,38,37,36,35,34,75,76,77,78,79,80,81,82
40 83 40,39,38,37,36,35,34,75,76,77,78,79,80,81,82,83
40 84 40,39,38,37,36,35,34,75,76,77,78,79,80,81,82,83,84
40 85 40,39,38,37,36,35,34,75,76,77,78,79,80,85
40 86 40,39,38,37,36,35,34,75,76,77,78,79,80,85,86
40 87 40,39,38,37,36,35,34,75,76,77,78,79,80,85,86,87
40 88 40,39,38,37,36,35,34,75,76,77,78,79,80,85,86,87,88
40 89 40,39,38,37,36,35,34,75,76,77,78,79,80,85,86,87,88,89
40 90 40,39,38,37,36,35,34,33,32,31,62,99,98,97,96,95,94,93,92,91,90
40 91 40,39,38,37,36,35,34,33,32,31,62,99,98,97,96,95,94,93,92,91
40 92 40,39,38,37,36,35,34,33,32,31,62,99,98,97,96,95,94,93,92
40 93 40,39,38,37,36,35,34,33,32,31,62,99,98,97,96,95,94,93
40 94 40,39,38,37,36,35,34,33,32,31,62,99,98,97,96,95,94
40 95 40,39,38,37,36,35,34,33,32,31,62,99,98,97,96,95
40 96 40,39,38,37,36,35,34,33,32,31,62,99,98,97,96
40 97 40,39,38,37,36,35,34,33,32,31,62,99,98,97
40 98 40,39,38,37,36,35,34,33,32,31,62,99,98
40 99 40,39,38,37,36,35,34,33,32,31,62,99
40 100 40,39,38,37,36,35,34,33,32,31,100
40 101 40,39,38,37,36,35,34,33,32,64,10,9,101
40 102 40,39,38,37,36,35,34,33,32,64,10,9,101,102
40 103 40,39,38,37,36,35,34,33,32,64,10,9,101,102,103
40 104 40,39,38,37,36,35,34,33,32,64,10,9,101,102,103,104
40 105 40,39,38,37,36,35,34,33,32,64,10,9,101,102,103,104,105
40 106 40,39,38,37,36,35,34,33,32,64,10,9,101,102,103,104,105,106
40 107 40,39,38,37,36,35,34,33,32,64,10,9,101,102,103,104,105,106,107
40 108 40,39,38,37,36,35,34,33,32,31,30,29,60,59,58,57,56,55,108
40 109 40,39,38,37,36,35,34,33,32,31,30,29,60,71,70,69,110,109
40 110 40,39,38,37,36,35,34,33,32,31,30,29,60,71,70,69,110
40 111 40,39,38,37,36,35,34,33,32,31,30,29,60,71,70,69,111
40 112 40,39,38,37,36,35,34,33,32,31,30,29,60,71,70,69,111,112
40 113 40,39,38,37,36,35,34,75,76,77,78,79,80,116,115,114,113
40 114 40,39,38,37,36,35,34,75,76,77,78,79,80,116,115,114
40 115 40,39,38,37,36,35,34,75,76,77,78,79,80,116,115
40 116 40,39,38,37,36,35,34,75,76,77,78,79,80,116
40 117 40,39,38,37,36,35,34,75,76,77,78,79,80,117
40 118 40,39,38,37,36,35,34,75,76,77,78,79,80,117,118
41 42 41,42
41 43 41,42,43
41 44 41,42,43,44
41 45 41,42,43,45
41 46 41,42,43,45,46
41 47 41,42,43,45,46,47
41 48 41,42,43,45,46,47,48
41 49 41,42,43,45,46,47,48,49
41 50 41,42,43,45,46,47,48,49,50
41 51 41,40,39,38,37,36,35,34,33,32,31,30,29,60,59,58,57,56,55,53,52,51
41 52 41,40,39,38,37,36,35,34,33,32,31,30,29,60,59,58,57,56,55,53,52
41 53 41,40,39,38,37,36,35,34,33,32,31,30,29,60,59,58,57,56,55,53
41 54 41,40,39,38,37,36,35,34,33,32,31,30,29,60,59,58,57,56,55,53,54
41 55 41,40,39,38,37,36,35,34,33,32,31,30,29,60,59,58,57,56,55
41 56 41,40,39,38,37,36,35,34,33,32,31,30,29,60,59,58,57,56
41 57 41,40,39,38,37,36,35,34,33,32,31,30,29,60,59,58,57
41 58 41,40,39,38,37,36,35,34,33,32,31,30,29,60,59,58
41 59 41,40,39,38,37,36,35,34,33,32,31,30,29,60,59
41 60 41,40,39,38,37,36,35,34,33,32,31,30,29,60
41 61 41,40,39,38,37,36,35,34,33,32,31,62,61
41 62 41,40,39,38,37,36,35,34,33,32,31,62
41 63 41,40,39,38,37,36,35,34,33,32,63
41 64 41,40,39,38,37,36,35,34,33,32,64
41 65 41,40,39,38,37,36,35,34,33,32,64,10,65
41 66 41,40,39,38,37,36,35,34,33,32,64,10,65,66
41 67 41,40,39,38,37,36,35,34,33,32,64,10,65,66,67
41 68 41,40,39,38,37,36,35,34,33,32,31,30,29,60,71,70,69,68
41 69 41,40,39,38,37,36,35,34,33,32,31,30,29,60,71,70,69
41 70 41,40,39,38,37,36,35,34,33,32,31,30,29,60,71,70
41 71 41,40,39,38,37,36,35,34,33,32,31,30,29,60,71
41 72 41,40,39,38,37,36,35,34,33,32,64,72
41 73 41,40,39,38,37,36,35,34,74,73
41 74 41,40,39,38,37,36,35,34,74
41 75 41,40,39,38,37,36,35,34,75
41 76 41,40,39,38,37,36,35,34,75,76
41 77 41,40,39,38,37,36,35,34,75,76,77
41 78 41,40,39,38,37,36,35,34,75,76,77,78
41 79 41,40,39,38,37,36,35,34,75,76,77,78,79
41 80 41,40,39,38,37,36,35,34,75,76,77,78,79,80
41 81 41,40,39,38,37,36,35,34,75,76,77,78,79,80,81
41 82 41,40,39,38,37,36,35,34,75,76,77,78,79,80,81,82
41 83 41,40,39,38,37,36,35,34,75,76,77,78,79,80,81,82,83
41 84 41,40,39,38,37,36,35,34,75,76,77,78,79,80,81,82,83,84
41 85 41,40,39,38,37,36,35,34,75,76,77,78,79,80,85
41 86 41,40,39,38,37,36,35,34,75,76,77,78,79,80,85,86
41 87 41,40,39,38,37,36,35,34,75,76,77,78,79,80,85,86,87
41 88 41,40,39,38,37,36,35,34,75,76,77,78,79,80,85,86,87,88
41 89 41,40,39,38,37,36,35,34,75,76,77,78,79,80,85,86,87,88,89
41 90 41,40,39,38,37,36,35,34,33,32,31,62,99,98,97,96,95,94,93,92,91,90
41 91 41,40,39,38,37,36,35,34,33,32,31,62,99,98,97,96,95,94,93,92,91
41 92 41,40,39,38,37,36,35,34,33,32,31,62,99,98,97,96,95,94,93,92
41 93 41,40,39,38,37,36,35,34,33,32,31,62,99,98,97,96,95,94,93
41 94 41,40,39,38,37,36,35,34,33,32,31,62,99,98,97,96,95,94
41 95 41,40,39,38,37,36,35,34,33,32,31,62,99,98,97,96,95
41 96 41,40,39,38,37,36,35,34,33,32,31,62,99,98,97,96
41 97 41,40,39,38,37,36,35,34,33,32,31,62,99,98,97
41 98 41,40,39,38,37,36,35,34,33,32,31,62,99,98
41 99 41,40,39,38,37,36,35,34,33,32,31,62,99
41 100 41,40,39,38,37,36,35,34,33,32,31,100
41 101 41,40,39,38,37,36,35,34,33,32,64,10,9,101
41 102 41,40,39,38,37,36,35,34,33,32,64,10,9,101,102
41 103 41,40,39,38,37,36,35,34,33,32,64,10,9,101,102,103
41 104 41,40,39,38,37,36,35,34,33,32,64,10,9,101,102,103,104
41 105 41,40,39,38,37,36,35,34,33,32,64,10,9,101,102,103,104,105
41 106 41,40,39,38,37,36,35,34,33,32,64,10,9,101,102,103,104,105,106
41 107 41,40,39,38,37,36,35,34,33,32,64,10,9,101,102,103,104,105,106,107
41 108 41,40,39,38,37,36,35,34,33,32,31,30,29,60,59,58,57,56,55,108
41 109 41,40,39,38,37,36,35,34,33,32,31,30,29,60,71,70,69,110,109
41 110 41,40,39,38,37,36,35,34,33,32,31,30,29,60,71,70,69,110
41 111 41,40,39,38,37,36,35,34,33,32,31,30,29,60,71,70,69,111
41 112 41,40,39,38,37,36,35,34,33,32,31,30,29,60,71,70,69,111,112
41 113 41,40,39,38,37,36,35,34,75,76,77,78,79,80,116,115,114,113
41 114 41,40,39,38,37,36,35,34,75,76,77,78,79,80,116,115,114
41 115 41,40,39,38,37,36,35,34,75,76,77,78,79,80,116,115
41 116 41,40,39,38,37,36,35,34,75,76,77,78,79,80,116
41 117 41,40,39,38,37,36,35,34,75,76,77,78,79,80,117
41 118 41,40,39,38,37,36,35,34,75,76,77,78,79,80,117,118
42 43 42,43
42 44 42,43,44
42 45 42,43,45
42 46 42,43,45,46
42 47 42,43,45,46,47
42 48 42,43,45,46,47,48
42 49 42,43,45,46,47,48,49
42 50 42,43,45,46,47,48,49,50
42 51 42,41,40,39,38,37,36,35,34,33,32,31,30,29,60,59,58,57,56,55,53,52,51
42 52 42,41,40,39,38,37,36,35,34,33,32,31,30,29,60,59,58,57,56,55,53,52
42 53 42,41,40,39,38,37,36,35,34,33,32,31,30,29,60,59,58,57,56,55,53
42 54 42,41,40,39,38,37,36,35,34,33,32,31,30,29,60,59,58,57,56,55,53,54
42 55 42,41,40,39,38,37,36,35,34,33,32,31,30,29,60,59,58,57,56,55
42 56 42,41,40,39,38,37,36,35,34,33,32,31,30,29,60,59,58,57,56
42 57 42,41,40,39,38,37,36,35,34,33,32,31,30,29,60,59,58,57
42 58 42,41,40,39,38,37,36,35,34,33,32,31,30,29,60,59,58
42 59 42,41,40,39,38,37,36,35,34,33,32,31,30,29,60,59
42 60 42,41,40,39,38,37,36,35,34,33,32,31,30,29,60
42 61 42,41,40,39,38,37,36,35,34,33,32,31,62,61
42 62 42,41,40,39,38,37,36,35,34,33,32,31,62
42 63 42,41,40,39,38,37,36,35,34,33,32,63
42 64 42,41,40,39,38,37,36,35,34,33,32,64
