"2017-04-04","唭哩岸",4939,5088
"2017-04-04","國父紀念館",12215,14139
"2017-04-04","淡水",41367,41611
"2017-04-04","頂埔",5182,5023
"2017-04-04","頂溪",25021,27702
"2017-04-04","善導寺",10408,10996
"2017-04-04","復興崗",2562,2584
"2017-04-04","景安",16288,16539
"2017-04-04","景美",10182,11188
"2017-04-04","港墘",5119,5826
"2017-04-04","菜寮",5810,5904
"2017-04-04","象山",8449,8616
"2017-04-04","圓山",26580,26493
"2017-04-04","新北投",8763,9095
"2017-04-04","新店",12054,11330
"2017-04-04","新店區公所",7187,7926
"2017-04-04","新埔",24095,24659
"2017-04-04","新莊",6268,6817
"2017-04-04","萬芳社區",1897,1708
"2017-04-04","萬芳醫院",6761,7916
"2017-04-04","萬隆",6580,7196
"2017-04-04","葫洲",4408,4722
"2017-04-04","輔大",5040,5943
"2017-04-04","劍南路",7583,7976
"2017-04-04","劍潭",31281,30888
"2017-04-04","頭前庄",2946,2777
"2017-04-04","龍山寺",23123,22295
"2017-04-04","雙連",12426,13476
"2017-04-04","關渡",6877,8152
"2017-04-04","蘆洲",8352,7945
"2017-04-04","麟光",5030,5079
"2017-04-05","BL板橋",36450,38342
"2017-04-05","七張",16974,16701
"2017-04-05","三民高中",12290,12732
"2017-04-05","三和國中",12538,11723
"2017-04-05","三重",5946,5830
"2017-04-05","三重國小",11449,11779
"2017-04-05","土城",7161,7027
"2017-04-05","士林",26750,28699
"2017-04-05","大安",26004,26096
"2017-04-05","大安森林公園",8437,8121
"2017-04-05","大坪林",21464,21133
"2017-04-05","大直",8207,9059
"2017-04-05","大湖公園",3452,3322
"2017-04-05","大橋頭站",13840,11430
"2017-04-05","小南門",8347,8427
"2017-04-05","小碧潭",2079,2198
"2017-04-05","中山",34431,34559
"2017-04-05","中山國小",17209,17079
"2017-04-05","中山國中",15828,15466
"2017-04-05","中正紀念堂",29466,29636
"2017-04-05","丹鳳",8886,8360
"2017-04-05","內湖",8234,8112
"2017-04-05","公館",23845,27729
"2017-04-05","六張犁",12091,11832
"2017-04-05","文德",5724,5485
"2017-04-05","木柵",4577,4689
"2017-04-05","北投",17919,19559
"2017-04-05","北門",10239,9900
"2017-04-05","古亭",30410,31948
"2017-04-05","台大醫院",25263,26556
"2017-04-05","台北101/世貿",25341,26182
"2017-04-05","台北小巨蛋",22848,23770
"2017-04-05","台北車站",165098,137026
"2017-04-05","台北橋",9069,9264
"2017-04-05","台電大樓",17450,18438
"2017-04-05","市政府",56038,57059
"2017-04-05","民權西路",25010,23877
"2017-04-05","永安市場",26869,27460
"2017-04-05","永春",19715,20248
"2017-04-05","永寧",11827,12166
"2017-04-05","石牌",30776,33351
"2017-04-05","先嗇宮",4711,4452
"2017-04-05","江子翠",25484,26361
"2017-04-05","竹圍",9318,9884
"2017-04-05","行天宮",27459,28774
"2017-04-05","西門",62992,63379
"2017-04-05","西湖",17423,18666
"2017-04-05","辛亥",3152,3028
"2017-04-05","亞東醫院",22514,20633
"2017-04-05","奇岩",9781,8443
"2017-04-05","府中",29246,26644
"2017-04-05","忠孝復興",43474,44305
"2017-04-05","忠孝敦化",35803,37582
"2017-04-05","忠孝新生",29607,30462
"2017-04-05","忠義",2551,2767
"2017-04-05","昆陽",14173,15111
"2017-04-05","明德",13659,13069
"2017-04-05","東門",21663,22619
"2017-04-05","東湖",8293,8426
"2017-04-05","松山",23669,22432
"2017-04-05","松山機場",5952,5566
"2017-04-05","松江南京",37845,39127
"2017-04-05","芝山",22467,22921
"2017-04-05","信義安和",16685,17929
"2017-04-05","南京三民",22253,23540
"2017-04-05","南京復興",36619,38766
"2017-04-05","南港",16305,15171
"2017-04-05","南港展覽館",28843,26781
"2017-04-05","南港軟體園區",4469,4407
"2017-04-05","南勢角",21192,20466
"2017-04-05","後山埤",16579,16563
"2017-04-05","科技大樓",14061,14159
"2017-04-05","紅樹林",7113,6935
"2017-04-05","徐匯中學",11804,12264
"2017-04-05","海山",21126,21425
"2017-04-05","迴龍",9249,8726
"2017-04-05","動物園",7255,7967
"2017-04-05","唭哩岸",7314,6918
"2017-04-05","國父紀念館",20554,22011
"2017-04-05","淡水",34475,34479
"2017-04-05","頂埔",7943,7445
"2017-04-05","頂溪",35094,36949
"2017-04-05","善導寺",20097,21610
"2017-04-05","復興崗",3461,3335
"2017-04-05","景安",24834,24554
"2017-04-05","景美",13819,14987
"2017-04-05","港墘",15720,15814
"2017-04-05","菜寮",9610,9530
"2017-04-05","象山",11844,10529
"2017-04-05","圓山",25711,25994
"2017-04-05","新北投",7064,6378
"2017-04-05","新店",12239,10803
"2017-04-05","新店區公所",10684,11611
"2017-04-05","新埔",40365,39366
"2017-04-05","新莊",10357,11279
"2017-04-05","萬芳社區",2542,2136
"2017-04-05","萬芳醫院",15043,17755
"2017-04-05","萬隆",9308,9203
"2017-04-05","葫洲",8208,8513
"2017-04-05","輔大",7274,10031
"2017-04-05","劍南路",9307,9198
"2017-04-05","劍潭",30867,32107
"2017-04-05","頭前庄",4784,4080
"2017-04-05","龍山寺",28473,27334
"2017-04-05","雙連",21747,23434
"2017-04-05","關渡",12266,13394
"2017-04-05","蘆洲",12902,11681
"2017-04-05","麟光",4334,4002
"2017-04-06","BL板橋",35858,39327
"2017-04-06","七張",16997,16593
